user_id,name,age,location,signup_date,new_feature_flag
1917,rxxocsG,106.0,Tokyo,2022-05-10,0.0
1918,XiDLabW,25.0,Mumbai,bad_date,1.0
1919,fzKLIFU,106.0,Mumbai,bad_date,0.0
1920,ZyAuF,18.0,London,2022-05-10,0.0
1921,rpXJcK,-1.0,Mumbai,bad_date,0.0
1922,vGVqV,30.0,NY,2020-01-01,1.0
1923,JZUIj,25.0,NY,bad_date,1.0
1924,sYaSNKcqr,25.0,Tokyo,2020-01-01,0.0
1925,VsPJEw,18.0,Mumbai,bad_date,0.0
1926,boXzNKR,18.0,Mumbai,2022-05-10,1.0
1927,csMJHVIRc,18.0,Bangalore,2021-13-40,1.0
1928,XGYOaJE,25.0,London,bad_date,0.0
1929,AABCyljyTl,30.0,NY,bad_date,0.0
1930,TwAKN,35.0,London,bad_date,0.0
1931,pFelITGjC,-1.0,Tokyo,bad_date,1.0
1932,VJrcub,18.0,Delhi,2022-05-10,0.0
1933,DEHuwVQd,30.0,Mumbai,bad_date,0.0
1934,wnOUZAKgUl,30.0,Bangalore,2020-01-01,1.0
1935,pKZSbux,106.0,London,bad_date,0.0
1936,raisaz,30.0,Bangalore,2022-05-10,0.0
1937,nUjfBjd,18.0,Bangalore,bad_date,0.0
1938,KhPqSdMbc,30.0,Mumbai,bad_date,0.0
1939,RcmHXCvn,35.0,London,2021-13-40,1.0
1940,AABCyljyTl,30.0,Tokyo,2022-05-10,1.0
1941,eulhW,106.0,Delhi,bad_date,1.0
1942,rYVrTDPCqD,30.0,Bangalore,2022-05-10,0.0
1943,EEwicX,18.0,London,2021-13-40,0.0
1944,PjaKxsjnZU,40.0,Tokyo,bad_date,0.0
1945,axeriL,35.0,London,bad_date,1.0
1946,jKiHFI,30.0,NY,2021-13-40,1.0
1947,OBVLJDwOA,18.0,Mumbai,2022-05-10,1.0
1948,rCLTDyY,18.0,Delhi,2022-05-10,0.0
1949,eCccZrmBQF,30.0,London,2020-01-01,0.0
1950,YFiVyiArT,40.0,Mumbai,2020-01-01,0.0
1951,eAiNicCFBG,25.0,Mumbai,bad_date,1.0
1952,hXdeoZ,35.0,London,bad_date,0.0
1953,gMBfvXsFka,25.0,Mumbai,bad_date,1.0
1954,MgGYoLhSgw,106.0,NY,bad_date,0.0
1955,KftkUN,30.0,Mumbai,2021-13-40,0.0
1956,rcnkJQrP,-1.0,Mumbai,2021-13-40,1.0
1957,xsUeBgdb,25.0,Mumbai,2020-01-01,0.0
1958,eJQYdpScX,30.0,Delhi,bad_date,1.0
1959,lXbmYCoGu,18.0,Delhi,2021-13-40,0.0
1960,PkgzA,30.0,Mumbai,bad_date,0.0
1961,UYvYuXTcm,18.0,Delhi,bad_date,0.0
1962,eAuspo,25.0,London,2020-01-01,1.0
1963,pbYukpO,30.0,NY,bad_date,1.0
1964,vaHtxgihT,30.0,Tokyo,2021-13-40,0.0
1965,YnOIVMW,35.0,Tokyo,2022-05-10,1.0
1966,nhJSHXB,30.0,NY,2020-01-01,0.0
1967,XGMWhmqQe,-1.0,NY,2022-05-10,0.0
1968,tlDPULYoxX,25.0,Mumbai,bad_date,0.0
1969,cBlnkQQmeR,35.0,Tokyo,bad_date,0.0
1970,zbYnSOuJJ,30.0,Bangalore,bad_date,1.0
1971,uLLZLXVr,18.0,Mumbai,2021-13-40,0.0
1972,wDZouL,18.0,Tokyo,2022-05-10,0.0
1973,YdkoertB,40.0,London,2020-01-01,1.0
1974,rRGWAQjuh,106.0,London,2020-01-01,0.0
1975,DuRjSmx,106.0,Mumbai,bad_date,1.0
1976,mOEgjg,25.0,Delhi,2022-05-10,0.0
1977,ZXHEm,30.0,Mumbai,bad_date,0.0
1978,QpqqLcDl,106.0,Mumbai,2021-13-40,0.0
1979,fVUbHM,35.0,Tokyo,bad_date,1.0
1980,QVhgtCeWo,25.0,Delhi,bad_date,0.0
1981,QIMjUAx,25.0,NY,2021-13-40,1.0
1982,HJczHiHQbB,30.0,Mumbai,2021-13-40,0.0
1983,QlxxEuqjyf,106.0,Mumbai,2022-05-10,0.0
1984,RWGshwBbWq,-1.0,Tokyo,2022-05-10,0.0
1985,bVzJL,25.0,NY,bad_date,1.0
1986,qIXgbp,-1.0,London,bad_date,1.0
1987,POluPKzibg,25.0,Delhi,bad_date,0.0
1988,siOjLFj,106.0,Mumbai,2021-13-40,1.0
1989,OrLYsUIl,30.0,Mumbai,2021-13-40,0.0
1990,hKQlGU,106.0,Mumbai,2021-13-40,1.0
1991,asyKUR,-1.0,Mumbai,2021-13-40,0.0
1992,gwesbu,30.0,NY,2022-05-10,1.0
1993,YcjFOgAiS,25.0,London,2020-01-01,0.0
1994,agusR,40.0,NY,2022-05-10,0.0
1995,lYJGjeSIR,30.0,Mumbai,bad_date,0.0
1996,NBnukxnhYY,106.0,London,bad_date,0.0
1997,hiLafF,-1.0,Bangalore,2022-05-10,0.0
1998,rZSDLI,40.0,Mumbai,2020-01-01,1.0
1999,jXvtQG,-1.0,Tokyo,bad_date,0.0
2000,tcuRHL,30.0,Delhi,2020-01-01,0.0
2001,dHBoJz,18.0,Delhi,bad_date,0.0
2002,aIlDpg,30.0,Bangalore,bad_date,1.0
2003,aIluuc,106.0,Mumbai,bad_date,0.0
2004,uDLIuqoysn,25.0,Mumbai,2022-05-10,0.0
2005,WItwLd,30.0,Tokyo,2022-05-10,0.0
2006,rwaWeLEkqC,106.0,Delhi,bad_date,1.0
2007,dPQaiY,25.0,Mumbai,bad_date,1.0
2008,GHeLe,106.0,London,bad_date,1.0
2009,DNwXuB,25.0,Bangalore,2021-13-40,0.0
2010,bXydwUmP,35.0,Mumbai,2022-05-10,0.0
2011,gHJbXK,40.0,Mumbai,2020-01-01,1.0
2012,GHvmHkGDV,-1.0,Mumbai,2022-05-10,0.0
2013,feOrjX,25.0,Mumbai,bad_date,0.0
2014,HjgcgdROz,-1.0,Mumbai,2021-13-40,0.0
2015,DxVyKav,106.0,NY,2021-13-40,0.0
2016,pCNzpxxq,25.0,Bangalore,2020-01-01,1.0
2017,QusJbSbv,35.0,Mumbai,bad_date,0.0
2018,lkEuowjyeT,-1.0,Tokyo,bad_date,0.0
2019,hKlkKEL,106.0,Delhi,2020-01-01,0.0
2020,fByJwme,-1.0,Tokyo,bad_date,0.0
2021,VGDDruV,40.0,Mumbai,2021-13-40,0.0
2022,mYNTWplK,40.0,Mumbai,2021-13-40,1.0
2023,FuWENmK,30.0,Mumbai,2020-01-01,0.0
2024,EoDovaN,-1.0,Tokyo,2022-05-10,0.0
2025,DhcrvFyWZI,35.0,Bangalore,bad_date,1.0
2026,EWfiYZNxd,-1.0,Delhi,2022-05-10,1.0
2027,NypSsoKv,106.0,London,2022-05-10,0.0
2028,gObapDStd,30.0,Mumbai,2020-01-01,1.0
2029,DQhMsh,106.0,Tokyo,2021-13-40,0.0
2030,SrusKurrJy,30.0,Tokyo,2022-05-10,0.0
2031,AABCyljyTl,25.0,Tokyo,2021-13-40,0.0
2032,VFXns,25.0,Bangalore,2022-05-10,1.0
2033,KuldWCc,-1.0,Delhi,2022-05-10,0.0
2034,jvWMbm,106.0,NY,2020-01-01,0.0
2035,jvIamxE,35.0,NY,bad_date,1.0
2036,JIOCbCUXqK,25.0,NY,bad_date,1.0
2037,tEcUHHY,25.0,London,bad_date,0.0
2038,dnZpRdl,-1.0,Tokyo,bad_date,1.0
2039,XiQFouj,30.0,Bangalore,2020-01-01,0.0
2040,TVikBhPaar,35.0,London,2021-13-40,0.0
2041,lTlln,35.0,Tokyo,bad_date,0.0
2042,MgUOs,40.0,Mumbai,2020-01-01,0.0
2043,ShyFNqUc,18.0,Mumbai,2022-05-10,0.0
2044,keUVMCn,30.0,Delhi,bad_date,0.0
2045,boVPcC,30.0,Tokyo,bad_date,1.0
2046,QPVaxiiPp,106.0,Mumbai,bad_date,0.0
2047,wTvRI,30.0,Mumbai,bad_date,0.0
2048,OfVHJqnfOF,106.0,London,bad_date,1.0
2049,csCBViJ,35.0,Tokyo,2020-01-01,0.0
2050,AWjqcXO,18.0,Bangalore,bad_date,0.0
2051,NonAMXzG,106.0,London,bad_date,1.0
2052,PfeYg,30.0,Mumbai,2021-13-40,0.0
2053,cKZCPMcVY,-1.0,London,bad_date,1.0
2054,SzKPW,35.0,London,2020-01-01,0.0
2055,fYGKjqU,30.0,NY,2022-05-10,1.0
2056,fjVXMmCj,25.0,Mumbai,2022-05-10,0.0
2057,AABCyljyTl,18.0,Tokyo,2022-05-10,1.0
2058,httqQE,-1.0,Bangalore,2022-05-10,0.0
2059,VMaCkY,35.0,Bangalore,2021-13-40,1.0
2060,TRpRzFVa,-1.0,Bangalore,2022-05-10,0.0
2061,atJNJd,-1.0,Mumbai,2020-01-01,0.0
2062,jJzGUuH,40.0,Mumbai,2022-05-10,0.0
2063,MvnxzqiVD,30.0,Tokyo,2021-13-40,0.0
2064,AABCyljyTl,40.0,London,2020-01-01,0.0
2065,seQgIDWh,40.0,Delhi,bad_date,0.0
2066,qSWvc,35.0,Mumbai,bad_date,0.0
2067,NKuwyLi,30.0,Bangalore,2022-05-10,0.0
2068,LIXctrnAH,106.0,Mumbai,2020-01-01,0.0
2069,kLlBS,40.0,NY,2022-05-10,1.0
2070,AABCyljyTl,18.0,London,2020-01-01,0.0
2071,KiQeSe,-1.0,Delhi,2020-01-01,0.0
2072,tpITK,40.0,London,2021-13-40,1.0
2073,CBZpaNfq,18.0,NY,2020-01-01,0.0
2074,uZNRJ,106.0,Tokyo,2020-01-01,1.0
2075,AABCyljyTl,30.0,Mumbai,bad_date,1.0
2076,WVzHyRBOX,-1.0,London,bad_date,1.0
2077,XuqMELl,35.0,Tokyo,2020-01-01,0.0
2078,FLwhd,18.0,Delhi,bad_date,0.0
2079,JcinlYo,30.0,Tokyo,2020-01-01,1.0
2080,VDSTeSxQv,-1.0,Mumbai,bad_date,0.0
2081,oJfiKfCcT,106.0,Mumbai,bad_date,1.0
2082,MMKds,40.0,Mumbai,bad_date,0.0
2083,CkuTaG,35.0,Tokyo,2021-13-40,0.0
2084,oUUCas,-1.0,NY,2021-13-40,0.0
2085,RGIDFduK,35.0,NY,bad_date,0.0
2086,NWSjCUTA,35.0,Bangalore,bad_date,1.0
2087,PXlzUerfGC,40.0,London,2021-13-40,0.0
2088,jxmCYfYj,106.0,Tokyo,2020-01-01,0.0
2089,klFfCA,30.0,Bangalore,bad_date,1.0
2090,UxFSBqW,30.0,Tokyo,2020-01-01,0.0
2091,bXzuHvGtEa,40.0,London,bad_date,0.0
2092,BSQmdgFXg,106.0,Tokyo,bad_date,1.0
2093,fYvSHCpIjJ,40.0,NY,bad_date,0.0
2094,hutXutiTDe,40.0,London,bad_date,0.0
2095,qADXrl,30.0,Delhi,2020-01-01,0.0
2096,GaxphSbn,-1.0,Tokyo,bad_date,0.0
2097,vEZdwGzDC,30.0,Bangalore,2021-13-40,1.0
2098,JzDJSoo,30.0,Bangalore,2020-01-01,0.0
2099,PPSfyp,35.0,Tokyo,2022-05-10,0.0
2100,ruEQftOBnq,25.0,Mumbai,bad_date,0.0
2101,IAuaYg,35.0,Tokyo,2022-05-10,0.0
2102,ihxup,18.0,Delhi,2020-01-01,0.0
2103,aCoRs,40.0,Mumbai,bad_date,0.0
2104,aTDjIc,18.0,Bangalore,bad_date,0.0
2105,QCGMnSZCvT,18.0,Mumbai,2020-01-01,1.0
2106,AABCyljyTl,30.0,Delhi,bad_date,0.0
2107,OVclJLNu,25.0,Tokyo,bad_date,0.0
2108,skVXufnDQ,30.0,Mumbai,2022-05-10,1.0
2109,RZwDAyLbgy,40.0,London,bad_date,0.0
2110,PbGktJcopX,106.0,Delhi,2020-01-01,0.0
2111,EczIXDWQt,35.0,Mumbai,2022-05-10,0.0
2112,tOgqr,30.0,Delhi,bad_date,1.0
2113,hWNjSgam,18.0,Tokyo,2020-01-01,1.0
2114,IwbzyuCJqF,40.0,NY,bad_date,1.0
2115,iSQBqze,30.0,London,2022-05-10,0.0
2116,LliRUcM,35.0,Bangalore,bad_date,1.0
2117,jeTWOmOhYz,106.0,NY,bad_date,1.0
2118,BCmsqJC,40.0,Mumbai,bad_date,0.0
2119,IiRhSfgAz,18.0,London,2022-05-10,1.0
2120,drcScqex,35.0,NY,bad_date,0.0
2121,ltlOpTMS,30.0,Delhi,2020-01-01,0.0
2122,gEKYxnSF,30.0,Mumbai,bad_date,0.0
2123,AABCyljyTl,-1.0,Tokyo,2021-13-40,0.0
2124,BlgleOJmH,18.0,Delhi,2021-13-40,1.0
2125,wbyBjV,35.0,Mumbai,2020-01-01,0.0
2126,yyaRwq,30.0,Mumbai,2021-13-40,1.0
2127,gJvRlr,18.0,Mumbai,2020-01-01,0.0
2128,cASsJjote,35.0,London,2021-13-40,0.0
2129,tiQEdqkuED,106.0,NY,bad_date,0.0
2130,PnVcEEbbcE,25.0,NY,bad_date,0.0
2131,EBmWKi,35.0,Mumbai,2020-01-01,1.0
2132,EIpoHuMAA,106.0,Tokyo,2022-05-10,0.0
2133,FxtiVtOzHD,30.0,Tokyo,bad_date,0.0
2134,XMRchw,106.0,Mumbai,2022-05-10,0.0
2135,CIIGdhBjFS,35.0,NY,2020-01-01,0.0
2136,arEpYWQP,35.0,NY,2022-05-10,1.0
2137,wNiZZf,40.0,Bangalore,2021-13-40,0.0
2138,HkANSf,30.0,Tokyo,2022-05-10,1.0
2139,FZReXr,40.0,Tokyo,bad_date,1.0
2140,AABCyljyTl,25.0,Delhi,2022-05-10,1.0
2141,PITRDRRxEt,30.0,Mumbai,2022-05-10,0.0
2142,WElPeRqA,18.0,NY,2020-01-01,0.0
2143,yMNIkJbMgm,18.0,Delhi,2021-13-40,0.0
2144,mSgDy,30.0,Tokyo,2021-13-40,1.0
2145,smwDJrB,40.0,Bangalore,bad_date,1.0
2146,LcrTpLkdr,25.0,NY,2020-01-01,0.0
2147,ztuVeJAFD,35.0,London,2022-05-10,0.0
2148,PdarqT,30.0,Tokyo,2020-01-01,0.0
2149,eGpIerut,30.0,Mumbai,2020-01-01,1.0
2150,jsTfpuJcg,106.0,Delhi,2021-13-40,0.0
2151,yjbiEZ,30.0,Mumbai,bad_date,0.0
2152,aVpBtndK,30.0,NY,bad_date,0.0
2153,UGKXq,25.0,Mumbai,bad_date,1.0
2154,BQVvnYY,18.0,Delhi,bad_date,1.0
2155,AABCyljyTl,30.0,Bangalore,2021-13-40,0.0
2156,azlnzkgST,18.0,NY,2021-13-40,0.0
2157,JxBEEPW,18.0,NY,2021-13-40,0.0
2158,PvuKSIFYV,18.0,Bangalore,2021-13-40,0.0
2159,ANoFxo,25.0,Mumbai,bad_date,0.0
2160,fKRNBUh,-1.0,Tokyo,bad_date,1.0
2161,nkHwCDgf,106.0,London,2020-01-01,0.0
2162,ONbpkAB,30.0,London,2022-05-10,1.0
2163,kyHsAMlo,-1.0,Delhi,2020-01-01,0.0
2164,ReLFG,40.0,Mumbai,2020-01-01,0.0
2165,kQTYjgg,25.0,Mumbai,bad_date,0.0
2166,YWdSSm,18.0,Mumbai,2020-01-01,1.0
2167,LsyaN,30.0,Tokyo,2021-13-40,0.0
2168,KzEKf,18.0,Mumbai,2021-13-40,0.0
2169,tORHdzG,35.0,Mumbai,2021-13-40,0.0
2170,WhoXbLDhun,25.0,NY,2022-05-10,1.0
2171,kjezphpn,-1.0,NY,2020-01-01,0.0
2172,JifBGbpBft,25.0,Tokyo,2022-05-10,0.0
2173,huKiW,25.0,Mumbai,2022-05-10,1.0
2174,brPuP,25.0,Mumbai,2022-05-10,0.0
2175,DkXEa,-1.0,Mumbai,2022-05-10,0.0
2176,qdzhXDaPl,18.0,NY,bad_date,0.0
2177,NbxifC,-1.0,Mumbai,2020-01-01,0.0
2178,Myduh,30.0,NY,2022-05-10,0.0
2179,qVOMPZf,30.0,NY,2021-13-40,0.0
2180,yanmc,35.0,NY,bad_date,0.0
2181,NpOUjh,30.0,Bangalore,2021-13-40,0.0
2182,hjVoe,30.0,Mumbai,2021-13-40,0.0
2183,LEpQPyjGkj,40.0,NY,2020-01-01,1.0
2184,qlgvHFp,-1.0,Mumbai,bad_date,0.0
2185,gXRsCfbfDf,106.0,Bangalore,2022-05-10,1.0
2186,ERiwTZKMP,40.0,Mumbai,bad_date,0.0
2187,ywTYJgy,-1.0,Mumbai,2020-01-01,0.0
2188,AoxbM,106.0,Delhi,2020-01-01,0.0
2189,CeDDzGDepc,-1.0,Delhi,bad_date,0.0
2190,NWNXkFLgkq,30.0,Bangalore,bad_date,0.0
2191,nwxXAgDBq,18.0,Tokyo,bad_date,0.0
2192,LadiMz,106.0,Tokyo,bad_date,0.0
2193,TsrTNa,35.0,Mumbai,bad_date,0.0
2194,AABCyljyTl,40.0,Bangalore,bad_date,0.0
2195,mpLumfaA,40.0,NY,bad_date,0.0
2196,ZggPbXStN,-1.0,Bangalore,2020-01-01,0.0
2197,hzWMEB,18.0,Delhi,bad_date,0.0
2198,xLcaPrCReS,40.0,NY,2022-05-10,1.0
2199,ynmcVQYA,40.0,London,2021-13-40,1.0
2200,wULmxW,40.0,Mumbai,2022-05-10,0.0
2201,qICtn,30.0,Bangalore,2020-01-01,0.0
2202,YqYjnSasq,-1.0,Mumbai,2021-13-40,0.0
2203,vxtDFoUo,40.0,Delhi,2022-05-10,0.0
2204,hcdhTLQK,18.0,NY,2020-01-01,1.0
2205,Jhhlx,-1.0,London,2021-13-40,0.0
2206,YhUhBAd,106.0,Mumbai,2022-05-10,1.0
2207,VyPsYvi,106.0,London,2021-13-40,0.0
2208,ZapieOX,40.0,Mumbai,bad_date,0.0
2209,fgvdjGr,40.0,NY,bad_date,0.0
2210,IUfbyic,40.0,Bangalore,2021-13-40,1.0
2211,cgmhe,25.0,NY,2021-13-40,0.0
2212,VkVDZGdebV,18.0,Delhi,bad_date,0.0
2213,tzwNlQUVNq,106.0,Bangalore,2020-01-01,0.0
2214,IUYvlGt,25.0,Mumbai,bad_date,0.0
2215,GrazM,30.0,NY,bad_date,0.0
2216,YqRnsX,18.0,Bangalore,2021-13-40,0.0
2217,BiqfJQIj,40.0,Tokyo,2022-05-10,0.0
2218,ASKus,25.0,Tokyo,2022-05-10,1.0
2219,XSodWTTv,30.0,London,2022-05-10,0.0
2220,SoGyRIEHs,30.0,Bangalore,2022-05-10,0.0
2221,AABCyljyTl,30.0,NY,2022-05-10,1.0
2222,PpDZY,18.0,London,2021-13-40,1.0
2223,SQppvMt,35.0,NY,bad_date,1.0
2224,hrHRF,-1.0,London,bad_date,0.0
2225,sDiYIo,106.0,Delhi,bad_date,0.0
2226,NfKzk,-1.0,London,2022-05-10,1.0
2227,hmSwprEoT,35.0,Bangalore,2021-13-40,1.0
2228,LBoPBZ,40.0,Delhi,2022-05-10,0.0
2229,sffce,30.0,Mumbai,2021-13-40,1.0
2230,qIoPjSg,25.0,Mumbai,2022-05-10,0.0
2231,FXwQmhL,40.0,Mumbai,2020-01-01,0.0
2232,uZkdKfxRG,106.0,Bangalore,bad_date,1.0
2233,ePbap,25.0,NY,2022-05-10,0.0
2234,mNzfQ,30.0,Mumbai,2020-01-01,0.0
2235,vOfGuWNWJ,30.0,NY,bad_date,0.0
2236,LnEoY,35.0,Mumbai,2020-01-01,0.0
2237,rsagkwlBK,25.0,NY,bad_date,0.0
2238,AABCyljyTl,30.0,Bangalore,bad_date,0.0
2239,BTxMyOFcl,40.0,London,2021-13-40,1.0
2240,fbJfGYiU,30.0,Bangalore,2021-13-40,0.0
2241,GtzOBzRcT,25.0,Mumbai,bad_date,0.0
2242,UaPCJ,40.0,Bangalore,2020-01-01,0.0
2243,OyYbinT,18.0,Bangalore,2020-01-01,0.0
2244,lujYgE,106.0,Mumbai,2020-01-01,1.0
2245,FNCSnIbP,30.0,Delhi,bad_date,0.0
2246,dGgEZWK,35.0,Bangalore,2022-05-10,1.0
2247,ecgvph,40.0,NY,2021-13-40,1.0
2248,WlsYXHNU,18.0,Delhi,bad_date,1.0
2249,KKGTEp,30.0,NY,bad_date,0.0
2250,dbpfwQdaS,30.0,Mumbai,2021-13-40,1.0
2251,AABCyljyTl,106.0,Tokyo,bad_date,0.0
2252,tLNLZ,106.0,London,bad_date,0.0
2253,LmIWSmCe,-1.0,Mumbai,2021-13-40,0.0
2254,ToznZ,35.0,Mumbai,bad_date,0.0
2255,OSgyCqNSh,25.0,NY,2020-01-01,0.0
2256,VrfmtDAr,106.0,Bangalore,bad_date,0.0
2257,SHNQylth,-1.0,NY,2022-05-10,1.0
2258,NRtoOybd,30.0,Tokyo,2022-05-10,1.0
2259,kQysPNyZ,18.0,Delhi,2021-13-40,1.0
2260,IdfqYBOU,40.0,NY,bad_date,0.0
2261,RAqxj,35.0,Delhi,2022-05-10,0.0
2262,AABCyljyTl,-1.0,Mumbai,2020-01-01,0.0
2263,nNJuhxC,40.0,Mumbai,bad_date,0.0
2264,xwhxU,40.0,NY,2020-01-01,0.0
2265,ydRkrL,35.0,Delhi,2020-01-01,0.0
2266,yJsgUwAy,25.0,Mumbai,2021-13-40,0.0
2267,KPAWZEmcrt,-1.0,Tokyo,2021-13-40,0.0
2268,sbBRO,30.0,Mumbai,bad_date,0.0
2269,veVFxXOqJ,40.0,Mumbai,bad_date,0.0
2270,xMATzrnw,30.0,Bangalore,2021-13-40,0.0
2271,SmOnRySMgL,35.0,London,bad_date,1.0
2272,jXhfNRRHzF,-1.0,Mumbai,2020-01-01,0.0
2273,vcpGC,30.0,London,2022-05-10,0.0
2274,RvCbjfw,18.0,NY,bad_date,1.0
2275,EPjUMZ,25.0,NY,bad_date,0.0
2276,aZUjuzevb,-1.0,Tokyo,bad_date,1.0
2277,TNVPeWxO,18.0,Mumbai,2020-01-01,0.0
2278,abEkvxnoES,30.0,Delhi,bad_date,0.0
2279,ioxYValD,30.0,Tokyo,2022-05-10,0.0
2280,nisLQCf,40.0,Bangalore,2020-01-01,0.0
2281,FgKZzCeUgu,30.0,Mumbai,2020-01-01,0.0
2282,pOQdR,35.0,Delhi,2021-13-40,0.0
2283,uriSCpYE,25.0,Mumbai,bad_date,0.0
2284,GtxaSwQvzs,25.0,Mumbai,bad_date,0.0
2285,iCIVD,30.0,Bangalore,2020-01-01,0.0
2286,EiOVOX,-1.0,London,bad_date,0.0
2287,GoCVEj,18.0,Tokyo,bad_date,0.0
2288,mjXmdi,-1.0,Tokyo,2020-01-01,1.0
2289,PrYfUlrrLU,25.0,London,2022-05-10,0.0
2290,EQQoOGNm,40.0,NY,2021-13-40,0.0
2291,SuiwaBs,25.0,Bangalore,bad_date,0.0
2292,ZlgYooiEx,35.0,Delhi,2021-13-40,0.0
2293,uVFFXgmzk,30.0,Tokyo,2020-01-01,0.0
2294,EodajOn,25.0,Tokyo,2022-05-10,1.0
2295,UrZfgu,18.0,NY,bad_date,0.0
2296,ftLgwX,106.0,Mumbai,2022-05-10,0.0
2297,IAVnfV,18.0,London,bad_date,0.0
2298,wxNbDiMBn,40.0,Mumbai,2022-05-10,1.0
2299,difslra,40.0,Mumbai,2021-13-40,0.0
2300,LhEfmR,25.0,Delhi,2022-05-10,1.0
2301,zEHnFgKn,30.0,Bangalore,bad_date,0.0
2302,AmQGJ,35.0,Bangalore,bad_date,1.0
2303,PEMYpCzwG,30.0,London,bad_date,1.0
2304,YTNEZw,18.0,Tokyo,2022-05-10,1.0
2305,XiyCpwcBH,25.0,Mumbai,2022-05-10,1.0
2306,MBRCYqw,25.0,London,bad_date,0.0
2307,viMnzI,40.0,Mumbai,2020-01-01,1.0
2308,plOTMeE,106.0,Tokyo,bad_date,0.0
2309,iTafjL,106.0,Delhi,2020-01-01,0.0
2310,vNZxCjNTHe,40.0,Mumbai,bad_date,0.0
2311,mooDEO,30.0,Delhi,2021-13-40,0.0
2312,viKcvaVURc,35.0,London,bad_date,1.0
2313,kdRHamdM,35.0,Mumbai,bad_date,0.0
2314,mNCjiR,-1.0,Delhi,2020-01-01,0.0
2315,lSKvbBxIq,25.0,Mumbai,2022-05-10,0.0
2316,WMRcY,30.0,Tokyo,2022-05-10,0.0
2317,oKLsaqyk,-1.0,Mumbai,2022-05-10,0.0
2318,QISJkTkv,40.0,Tokyo,bad_date,0.0
2319,AABCyljyTl,35.0,Delhi,2021-13-40,0.0
2320,nLYpWLuoQ,35.0,Mumbai,2021-13-40,1.0
2321,kjyUByvVbS,35.0,London,2022-05-10,0.0
2322,FjYQTQy,40.0,Bangalore,2021-13-40,0.0
2323,AwZRz,35.0,London,2021-13-40,1.0
2324,iKciDx,40.0,Delhi,2020-01-01,0.0
2325,ezlrOPA,25.0,London,2020-01-01,0.0
2326,xNaspBM,25.0,Mumbai,bad_date,0.0
2327,vDoykw,30.0,NY,bad_date,1.0
2328,HYarA,30.0,Bangalore,2022-05-10,0.0
2329,zXjuoqE,25.0,Delhi,bad_date,1.0
2330,AABCyljyTl,40.0,Bangalore,2022-05-10,0.0
2331,OyeIczHve,106.0,Delhi,2021-13-40,0.0
2332,XBoxutCxH,40.0,London,bad_date,1.0
2333,nvyJumCQ,18.0,Delhi,2022-05-10,1.0
2334,tpKBQ,30.0,NY,2022-05-10,0.0
2335,bdxWiRaAr,30.0,Bangalore,bad_date,0.0
2336,RDbYsNwrbK,40.0,Delhi,2022-05-10,1.0
2337,EmbzwkQy,35.0,Mumbai,bad_date,0.0
2338,ChMvU,18.0,Bangalore,bad_date,0.0
2339,HOFOxHwlN,30.0,NY,bad_date,0.0
2340,uNDkJ,30.0,Mumbai,2020-01-01,1.0
2341,KTAzuMqZq,18.0,Tokyo,2020-01-01,0.0
2342,AABCyljyTl,40.0,NY,2022-05-10,0.0
2343,DhgxnSv,-1.0,NY,2021-13-40,0.0
2344,CuLbu,30.0,NY,2022-05-10,0.0
2345,NuiWJ,-1.0,Mumbai,2020-01-01,0.0
2346,jQENAGID,40.0,Bangalore,bad_date,0.0
2347,zDvqTk,35.0,Delhi,bad_date,1.0
2348,eMVBQqnv,40.0,NY,2020-01-01,0.0
2349,kKBXm,35.0,NY,bad_date,1.0
2350,OXpZFboOFv,30.0,Mumbai,2021-13-40,0.0
2351,AABCyljyTl,106.0,Delhi,2020-01-01,1.0
2352,drCjtZ,30.0,Delhi,2021-13-40,0.0
2353,mVMoOQK,25.0,NY,bad_date,0.0
2354,JMyCvAWutH,35.0,Delhi,2020-01-01,0.0
2355,fTBSNVfHnO,25.0,Tokyo,2021-13-40,1.0
2356,hSArkxcyWY,40.0,London,2021-13-40,1.0
2357,cTkACAU,25.0,Bangalore,bad_date,1.0
2358,xuBFv,18.0,Mumbai,2020-01-01,0.0
2359,RRqXIbh,-1.0,Bangalore,2022-05-10,0.0
2360,YXjHGevaW,25.0,Tokyo,bad_date,0.0
2361,FUSiyuabga,-1.0,Mumbai,2020-01-01,0.0
2362,cNjVkUno,18.0,NY,bad_date,0.0
2363,tHHrBQzaj,106.0,Mumbai,bad_date,1.0
2364,QWhiTlF,30.0,Tokyo,2021-13-40,0.0
2365,XxmjVD,30.0,London,2021-13-40,0.0
2366,dFHxgNmqRU,40.0,NY,2020-01-01,1.0
2367,sKwAeBw,25.0,NY,bad_date,0.0
2368,JYTRoTA,-1.0,Tokyo,2020-01-01,1.0
2369,TDZmtWu,35.0,Mumbai,bad_date,0.0
2370,XmbuyO,30.0,Tokyo,2022-05-10,0.0
2371,odtqQYSI,35.0,London,bad_date,0.0
2372,cnFuivGavd,40.0,Bangalore,bad_date,0.0
2373,EjUtZVXIi,30.0,Tokyo,bad_date,0.0
2374,PMmqCyYCy,30.0,Mumbai,bad_date,0.0
2375,jVwpmBcXP,25.0,Delhi,2020-01-01,0.0
2376,ekBjNe,35.0,Delhi,2020-01-01,0.0
2377,aadpHIyu,106.0,Mumbai,bad_date,0.0
2378,MdPMISTMDl,25.0,Bangalore,bad_date,1.0
